epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
589,1987-03-12,John Ryan game 1.,Jeopardy,"(1, 1)",WORLD WAR II,4,"(100,)",False,"In 1944, a U.S. sub sank when hit by 1 of these, which it fired itself",torpedo,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(2, 1)",PBS,21,"(100,)",False,"This answer is sponsored by the letter ""J"", like some episodes of this kids' show started in 1969",Sesame Street,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(3, 1)",WORDS,6,"(100,)",False,"Term for the profane oaths ""deleted"" from the transcripts of Nixon's White House tapes",expletive,0,3
589,1987-03-12,John Ryan game 1.,Jeopardy,"(4, 1)",ISRAEL,16,"(100,)",False,"To promote saving water during 1986 drought, Israel advised citizens to do this ""with a friend""",take a shower,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(5, 1)",FASHION DESIGNERS,26,"(100,)",False,"Though not known as ""The Shiek"", this Italian is known for refined simply chic designs",Valentino,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(6, 1)",FAMOUS BEARDS,11,"(100,)",False,The hirsute staple of carnival freak shows,bearded lady,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(1, 2)",WORLD WAR II,5,"(200,)",False,"The fastest U.S. prop fighter ever built, its name is now on a sporty Ford",Mustang,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(2, 2)",PBS,22,"(200,)",False,"""Billions & billions"" of stars were presented to millions & millions of viewers by this astronomer",Carl Sagan,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(3, 2)",WORDS,7,"(200,)",False,"As arrows are stored in a quiver, a sword is stored in this",sheath or scabbard,0,3
589,1987-03-12,John Ryan game 1.,Jeopardy,"(4, 2)",ISRAEL,17,"(200,)",False,"While Israel is called ""The land of milk & honey"", World Book says this fruit is the major crop",orange,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(5, 2)",FASHION DESIGNERS,27,"(200,)",False,"Of Anne Klein, Calvin Klein, or Robert Klein, the one whose clothing designs are for women only",Anne Klein,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(6, 2)",FAMOUS BEARDS,12,"(200,)",False,The CIA plotted to humiliate this dictator by making his beard fall out,Fidel Castro,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(1, 3)",WORLD WAR II,1,"(300,)",False,Planes from this ally bombed Gestapo HQ in Denmark without hitting 2 hospitals 100 yards away,England,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(2, 3)",PBS,23,"(300,)",False,"Of 1.8, 2.5, or 3.7 hours per home, the average time PBS is viewed each week in U.S.",1.8,0,3
589,1987-03-12,John Ryan game 1.,Jeopardy,"(3, 3)",WORDS,8,"(300,)",False,"""Acephalous"", it describes a Washington Irving character",headless,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(4, 3)",ISRAEL,18,"(300,)",False,Colors on the flag of Israel,blue and white,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(6, 3)",FAMOUS BEARDS,13,"(300,)",False,Design of the drug store package makes it look like these bearded brothers' names are Trade & Mark,Smith Brothers,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(1, 4)",WORLD WAR II,2,"(400,)",False,"In German, this feared name means ""air weapon""",Luftwaffe,1,1
589,1987-03-12,John Ryan game 1.,Jeopardy,"(2, 4)",PBS,24,"(100,)",True,"[Audio] Robin & Jim, part of their theme is the following:",MacNeil & Lehrer,0,1
589,1987-03-12,John Ryan game 1.,Jeopardy,"(3, 4)",WORDS,9,"(400,)",False,A testator is the person making this document,will,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(4, 4)",ISRAEL,19,"(400,)",False,This desert covers the southern half of the country,Negev,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(6, 4)",FAMOUS BEARDS,14,"(400,)",False,"Of the 5 U.S. Presidents with beards, the number not assassinated",3,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(1, 5)",WORLD WAR II,3,"(500,)",False,"Term 1st used for WWII naval operations, it's a temporary grouping under one leader to achieve a goal",task force,0,3
589,1987-03-12,John Ryan game 1.,Jeopardy,"(2, 5)",PBS,25,"(500,)",False,"The longest-running & most popular drama on ""Masterpiece Theatre""","Upstairs, Downstairs",1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(3, 5)",WORDS,10,"(500,)",False,"Steve Perry's rock group, you could also call it ""Peregrination""",Journey,1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(4, 5)",ISRAEL,20,"(500,)",False,"City in which March 26,1979 peace treaty between Israel & Egypt was signed","Washington, D.C.",1,0
589,1987-03-12,John Ryan game 1.,Jeopardy,"(6, 5)",FAMOUS BEARDS,15,"(500,)",False,"Beards fell out of fashion in France with the ascension of Louis XIII, beardless for this reason",he was a boy,1,0
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(1, 1)",THE ENCYCLOPEDIA,7,"(200,)",False,"On TV's ""Mickey Mouse Club"", this insect taught a generation how to spell ""E-N-C-Y-C-L-O-P-E-D-I-A""",Jiminy Cricket,1,0
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(2, 1)",SPORTS RECORDS,1,"(200,)",False,"His many ""sky hooks"" have helped him become pro basketball's all-time scoring leader",Kareem Abdul-Jabbar,1,0
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(4, 1)",SCIENCE,2,"(200,)",False,A noise meter measures sound intensity in these units,decibels,1,0
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(5, 1)",MYTHOLOGY,12,"(200,)",False,"To be ""in the arms of Morpheus"", god of dreams, means to be this",asleep,1,1
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(6, 1)",ODD JOBS,17,"(200,)",False,"Based in Overland Park, Kan., the Natl. Association of this trade has 6000 members, do I hear 6100?",auctioneers,1,0
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(1, 2)",THE ENCYCLOPEDIA,8,"(400,)",False,"He contributed an article on Fascism to the ""Encyclopedia Italiana""",Mussolini,1,0
589,1987-03-12,John Ryan game 1.,Double Jeopardy,"(2, 2)",SPORTS RECORDS,19,"(400,)",False,His 1281 goals are the most recorded for a pro soccer player,Pele,1,0
