epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
4070,2002-04-19,,Jeopardy,"(1, 1)",NEW JERSEY EXITS,26,"(200,)",False,"On Oct. 18, 1931 in West Orange the lights went out for this inventor who held over 1,000 patents",Thomas Edison,1,0
4070,2002-04-19,,Jeopardy,"(2, 1)",BOOZE-A-PALOOZA,6,"(200,)",False,"That immortal sage Ogden Nash wrote, ""Candy is dandy but liquor is"" this",quicker,1,0
4070,2002-04-19,,Jeopardy,"(3, 1)",SHERLOCK'S ADVENTURES,21,"(200,)",False,"Dr. Watson, I need you to relate the ad venture of ""The Resident"" one of these, not ""The English"" one",Patient,1,0
4070,2002-04-19,,Jeopardy,"(4, 1)",FEELIN' BLUE,16,"(200,)",False,"A colorful magpie relative, or Mr. Leno when he's sad",a blue jay,1,0
4070,2002-04-19,,Jeopardy,"(5, 1)",HANDY TRAVEL PHRASES,1,"(200,)",False,"Don't unpack the tent in a Lisbon park if you see the sign ""E prohibido acampar"", meaning this",Camping prohibited (No camping),1,0
4070,2002-04-19,,Jeopardy,"(6, 1)","MOVIE CROSSWORD CLUES ""G""",11,"(200,)",False,"They ""Prefer Blondes""(9)",Gentlemen,1,0
4070,2002-04-19,,Jeopardy,"(1, 2)",NEW JERSEY EXITS,27,"(400,)",False,"Nuclear geniuses, avoid Princeton! Both Oppenheimer & this man, who proposed relativity at age 26, died there",Einstein,1,0
4070,2002-04-19,,Jeopardy,"(2, 2)",BOOZE-A-PALOOZA,7,"(400,)",False,"(Cheryl delivers the clue from the Golden Princess.) If you're ever asked to do this to an ocean liner, don't forget the champagne",christen it,1,0
4070,2002-04-19,,Jeopardy,"(3, 2)",SHERLOCK'S ADVENTURES,22,"(400,)",False,"(Sofia gives the clue.)  An adventure containing a ""Golden"" pair of this type of glasses is tackled by Holmes",pince-nez,0,3
4070,2002-04-19,,Jeopardy,"(4, 2)",FEELIN' BLUE,17,"(400,)",False,Virginia's beautiful Skyline Drive runs through this range of the Appalachians,the Blue Ridge,1,0
4070,2002-04-19,,Jeopardy,"(5, 2)",HANDY TRAVEL PHRASES,2,"(400,)",False,"In a Munich restaurant, Mom may ask, ""Haben sie einen Kinderstuhl?""-- ""Have you got"" one of these",a child\'s seat,1,0
4070,2002-04-19,,Jeopardy,"(6, 2)","MOVIE CROSSWORD CLUES ""G""",12,"(400,)",False,"Roman epic to ""Crowe"" about(9)",Gladiator,1,0
4070,2002-04-19,,Jeopardy,"(1, 3)",NEW JERSEY EXITS,30,"(600,)",False,"This baseball pioneer grounded out in Mendham on January 26, 1893",(Abner) Doubleday,1,0
4070,2002-04-19,,Jeopardy,"(2, 3)",BOOZE-A-PALOOZA,8,"(600,)",False,This song that was a No. 1 hit for the Champs in 1958 always makes me want a margarita,"""Tequila""",1,0
4070,2002-04-19,,Jeopardy,"(3, 3)",SHERLOCK'S ADVENTURES,23,"(1500,)",True,"The number of students or gables in Conan Doyle titles; it's 2 less than the number of ""Orange Pips""",3,0,1
4070,2002-04-19,,Jeopardy,"(4, 3)",FEELIN' BLUE,18,"(600,)",False,The ride seen here (Take a look.) at Universal Orlando is named for this ever-popular children's book,"One Fish, Two Fish, Red Fish, Blue Fish",0,3
