epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
1302,1990-04-10,,Jeopardy,"(1, 1)",FAMOUS NAMES,19,"(100,)",False,"This star of ""Kojak"" admits he shaves his head every morning",Telly Savalas,1,0
1302,1990-04-10,,Jeopardy,"(2, 1)",ADVERTISING SLOGANS,3,"(100,)",False,"""When you care enough to send the very best"", send one of these",Hallmark Card,1,0
1302,1990-04-10,,Jeopardy,"(3, 1)",THE BIBLE,4,"(100,)",False,"Among these tales told by Jesus were those ""of the net"", ""of the mustard seed"" & ""of the hidden treasures""",parables,1,0
1302,1990-04-10,,Jeopardy,"(4, 1)",WEATHER,11,"(100,)",False,Airplanes can trigger bolts of this when traveling through electrified clouds,lightning,1,0
1302,1990-04-10,,Jeopardy,"(5, 1)",4-LETTER WORDS,16,"(100,)",False,This word commonly follows cuff or missing,link,1,0
1302,1990-04-10,,Jeopardy,"(6, 1)",PRESIDENTIAL ASTROLOGY,1,"(100,)",False,"Gerald Ford was the last president born under this ""crab""by sign",Cancer,1,0
1302,1990-04-10,,Jeopardy,"(1, 2)",FAMOUS NAMES,21,"(200,)",False,"Creator of ""The Cisco Kid"", William Sidney Porter was better known by this name",O. Henry,1,0
1302,1990-04-10,,Jeopardy,"(2, 2)",ADVERTISING SLOGANS,7,"(200,)",False,"""Wouldn't you really rather have"" one of these cars",Buick,1,0
1302,1990-04-10,,Jeopardy,"(3, 2)",THE BIBLE,5,"(200,)",False,"I Corinthians 7:9 states, ""It is better to marry than to"" do this",burn,1,0
1302,1990-04-10,,Jeopardy,"(4, 2)",WEATHER,12,"(200,)",False,Air is described as supersaturated when the relative humidity is higher than this percent,100%,1,0
1302,1990-04-10,,Jeopardy,"(5, 2)",4-LETTER WORDS,22,"(200,)",False,"From the Greek word for ""deep sleep"", it's a deep, prolonged unconsciousness",coma,1,0
1302,1990-04-10,,Jeopardy,"(6, 2)",PRESIDENTIAL ASTROLOGY,2,"(200,)",False,"It's Jimmy Carter's sign, so don't tip his scales",Libra,1,0
1302,1990-04-10,,Jeopardy,"(1, 3)",FAMOUS NAMES,27,"(300,)",False,"""The First Time Ever"" she had a No. 1 album was ""First Take"" in 1972",Roberta Flack,1,0
1302,1990-04-10,,Jeopardy,"(2, 3)",ADVERTISING SLOGANS,8,"(300,)",False,"""I like"" this lemon-lime soda ""in you""",Sprite,1,0
1302,1990-04-10,,Jeopardy,"(3, 3)",THE BIBLE,6,"(300,)",False,"It was like coriander seed, white; & the taste of it was like wafers made with honey",manna,1,0
1302,1990-04-10,,Jeopardy,"(4, 3)",WEATHER,13,"(300,)",False,Tornadoes that develop over water are called these,waterspouts,1,0
1302,1990-04-10,,Jeopardy,"(5, 3)",4-LETTER WORDS,23,"(300,)",False,"It can be part of your foot, your shoe, your stocking or your loaf of bread",heel,1,0
1302,1990-04-10,,Jeopardy,"(6, 3)",PRESIDENTIAL ASTROLOGY,17,"(300,)",False,"Appropriately, we've had 2 presidents born under this sign, Bush & Kennedy",Gemini,1,0
1302,1990-04-10,,Jeopardy,"(1, 4)",FAMOUS NAMES,28,"(400,)",False,George Bush pardoned this 91-year-old industrialist for his illegal contributions to Nixon's campaign,Armand Hammer,1,0
1302,1990-04-10,,Jeopardy,"(2, 4)",ADVERTISING SLOGANS,9,"(400,)",False,"""Tan, don't burn use"" this",Coppertone,1,0
1302,1990-04-10,,Jeopardy,"(3, 4)",THE BIBLE,18,"(400,)",True,"Things saved from this city were the gold & silver, the iron & brass vessels & Rahab & her family",Jericho,0,1
1302,1990-04-10,,Jeopardy,"(4, 4)",WEATHER,14,"(400,)",False,"Season of the year when Arizona has its ""monsoons""",Summer,0,3
1302,1990-04-10,,Jeopardy,"(5, 4)",4-LETTER WORDS,24,"(400,)",False,"A roue, or his garden implement",rake,1,0
1302,1990-04-10,,Jeopardy,"(6, 4)",PRESIDENTIAL ASTROLOGY,25,"(400,)",False,Our last Sagittarian pres.; his last name sounds like something Sagittarius' arrows could do,(Franklin) Pierce,1,0
1302,1990-04-10,,Jeopardy,"(1, 5)",FAMOUS NAMES,29,"(500,)",False,Ines de la Fressange was a Chanel model when she was chosen to represent this French symbol,Marianne,0,3
