epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(1, 1)",THEY NAMED A SCHOOL FOR ME,11,"(200,)",False,"A high school in north Hollywood, California is named for this aviator who lived nearby before she disappeared",Amelia Earhart,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(2, 1)",BOOKS,1,"(200,)",False,"The first paragraph of this Dickens work says, ""Old Marley was dead as a door-nail""",A Christmas Carol,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(3, 1)",THEME PARK FUN,21,"(200,)",False,"At Knott's Berry Farm, there's an area full of rides just for kids called Camp this, after Charlie Brown's beagle",Snoopy,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(4, 1)",ECONOMICALLY SPEAKING,29,"(200,)",False,"When a government fixes prices at a set level, it's called one of these--b-r-r-r!",a freeze,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(5, 1)",BAD KISSERS,4,"(200,)",False,James McAvoy said his movie kiss with this mother of Brad Pitt's children was awkward & sweaty,Angelina Jolie,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(6, 1)","""HOLD"" EVERYTHING",16,"(200,)",False,To look upon,to behold,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(1, 2)",THEY NAMED A SCHOOL FOR ME,12,"(400,)",False,Naval ROTC is a key part of the curriculum at the Florida academy named for this Civil War Admiral,Admiral Farragut,0,3
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(2, 2)",BOOKS,2,"(400,)",False,"Liesel Meminger steals ""The Gravedigger's Handbook"" & other tomes in this WWII-set novel narrated by Death",The Book Thief,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(3, 2)",THEME PARK FUN,22,"(400,)",False,A British theme park inspired by this book includes a curvy caterpillars ride & queen of hearts crazy croquet,Alice in Wonderland,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(4, 2)",ECONOMICALLY SPEAKING,30,"(400,)",False,"Abbreviated CPI, it's a measure of the fluctuation of the cost of retail goods over a fixed time period",Consumer Price Index,0,3
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(5, 2)",BAD KISSERS,5,"(400,)",False,Keira Knightley said Johnny Depp was a better smoocher than this other Caribbean pirate,Orlando Bloom,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(6, 2)","""HOLD"" EVERYTHING",17,"(400,)",False,"Type of ""word"" so common, it's familiar in everyone's home",household,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(1, 3)",THEY NAMED A SCHOOL FOR ME,13,"(600,)",False,"In 1693, this couple founded a college in Virginia",William & Mary,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(2, 3)",BOOKS,3,"(600,)",False,"Jean Louise Finch is the real name of the girl with this nickname in ""To Kill a Mockingbird""",Scout,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(3, 3)",THEME PARK FUN,23,"(600,)",False,The Smoky Mountain River Rampage is featured at this theme park named for country singer Parton,Dollywood,1,1
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(4, 3)",ECONOMICALLY SPEAKING,28,"(600,)",False,It can be a record of what someone said or the current cost of a security or a stock,quote,0,3
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(5, 3)",BAD KISSERS,6,"(600,)",False,"This actress told Robert Downey Jr. he didn't know what he was doing when their lips met in ""Iron Man 2""",Gwyneth Paltrow,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(6, 3)","""HOLD"" EVERYTHING",18,"(600,)",False,Something kept on from a previous administration,a holdover,0,3
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(1, 4)",THEY NAMED A SCHOOL FOR ME,14,"(800,)",False,A college of criminal justice in New York is named for this first Chief Justice,John Jay,1,1
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(2, 4)",BOOKS,7,"(1200,)",True,"This H.G. Wells story says the title figure has ""goggling spectacles and (a) ghastly bandaged face""",The Invisible Man,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(3, 4)",THEME PARK FUN,24,"(800,)",False,"Appropriately, Holiday World is in the Indiana town named for this jolly guy",Santa Claus,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(4, 4)",ECONOMICALLY SPEAKING,26,"(800,)",False,Avian term for a reserve fund of money for retirement or emergencies,a nestegg,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(5, 4)",BAD KISSERS,9,"(800,)",False,Alyson Hannigan refused to kiss Jason Segel on this CBS sitcom due to his cigarette habit,How I Met Your Mother,1,0
6371,2012-05-07,"2012 Teen Tournament semifinal game 1.
From DAR Constitution Hall in Washington, D.C.",Jeopardy,"(6, 4)","""HOLD"" EVERYTHING",19,"(800,)",False,"The point at which a stimulus, such as pain, has an effect",threshold,1,0
