epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
5189,2007-03-15,,Jeopardy,"(1, 1)",WORLD LEADERS,12,"(200,)",False,This Prime Minster became the Labour Party's leader in 1994 after John Smith died,Tony Blair,1,0
5189,2007-03-15,,Jeopardy,"(2, 1)",QUOTABLE CINEMA,7,"(200,)",False,"1930:""One morning I shot an elephant in my pajamas.  How he got in my pajamas, I don't know""",Animal Crackers,0,3
5189,2007-03-15,,Jeopardy,"(3, 1)",BIRTHSTONES,1,"(200,)",False,Another definition for it is a baseball field,a diamond,1,0
5189,2007-03-15,,Jeopardy,"(4, 1)",BEFORE & AFTER,4,"(200,)",False,"""Smiling"" da Vinci work that doubles as Bart's sister",Mona Lisa Simpson,1,0
5189,2007-03-15,,Jeopardy,"(5, 1)",ALL BARK,17,"(200,)",False,The bald variety of this tree is common in swampy areas,a cypress,1,0
5189,2007-03-15,,Jeopardy,"(6, 1)",NO BYTE,18,"(200,)",False,"House, harvest & grasshopper are types of this rodent",a mouse,1,0
5189,2007-03-15,,Jeopardy,"(1, 2)",WORLD LEADERS,13,"(400,)",False,"This French president's party is the Union for a Popular Movement, but what of the Unpopular Movement Party?",Jacques Chirac,1,0
5189,2007-03-15,,Jeopardy,"(2, 2)",QUOTABLE CINEMA,8,"(400,)",False,"1974:""Forget it, Jake. It's...""",Chinatown,1,0
5189,2007-03-15,,Jeopardy,"(3, 2)",BIRTHSTONES,2,"(400,)",False,The name of this March birthstone is made up of 2 water-related words,aquamarine,1,0
5189,2007-03-15,,Jeopardy,"(4, 2)",BEFORE & AFTER,23,"(400,)",False,"""Ravenous"" Duran Duran hit about CNN's ""Situation Room"" host","""Hungry Like The Wolf Blitzer""",1,0
5189,2007-03-15,,Jeopardy,"(5, 2)",ALL BARK,27,"(400,)",False,"Due to excessive logging, Lebanon established the Al-Shouf Reserve for these trees in 1997",cedars,1,0
5189,2007-03-15,,Jeopardy,"(6, 2)",NO BYTE,19,"(400,)",False,"From the Latin for ""poison"", these infectious agents can be 100 times smaller than bacteria",viruses,1,0
5189,2007-03-15,,Jeopardy,"(1, 3)",WORLD LEADERS,14,"(600,)",False,In 2006 this Venezuelan president had a devil of a time at the U.N.,(Hugo) Chavez,1,0
5189,2007-03-15,,Jeopardy,"(2, 3)",QUOTABLE CINEMA,9,"(600,)",False,"1975:""Attica!  Attica!""",Dog Day Afternoon,1,0
5189,2007-03-15,,Jeopardy,"(3, 3)",BIRTHSTONES,3,"(600,)",False,This February birthstone is a violet variety of quartz,amethyst,0,3
5189,2007-03-15,,Jeopardy,"(4, 3)",BEFORE & AFTER,24,"(600,)",False,"Resigning as Chief Justice in 1795, he pined for Daisy Buchanan",John Jay Gatsby,1,0
5189,2007-03-15,,Jeopardy,"(5, 3)",ALL BARK,28,"(600,)",False,"The terebinth is also known as this tree, as it yielded probably the earliest form of a paint solvent & thinner",a turpentine tree,1,0
5189,2007-03-15,,Jeopardy,"(6, 3)",NO BYTE,20,"(600,)",False,Keep an eye on the savannah type of this lizard seen here,a monitor,0,3
5189,2007-03-15,,Jeopardy,"(1, 4)",WORLD LEADERS,15,"(800,)",False,This president chaired the 2006 G8 conference in St. Petersburg,(Vladimir) Putin,1,0
5189,2007-03-15,,Jeopardy,"(2, 4)",QUOTABLE CINEMA,10,"(800,)",False,"1990:""Just when I thought I was out, they pull me back in""",The Godfather: Part III,1,0
5189,2007-03-15,,Jeopardy,"(3, 4)",BIRTHSTONES,5,"(800,)",False,"In a 1969 Hitchcock film, a spy ring has this code name, also November's birthstone",Topaz,1,0
5189,2007-03-15,,Jeopardy,"(4, 4)",BEFORE & AFTER,25,"(800,)",False,People who live in trailers or RVs might demand this right to self-government,mobile home rule,0,3
5189,2007-03-15,,Jeopardy,"(5, 4)",ALL BARK,29,"(800,)",False,"This ""sandy"" tree family includes oaks & chestnuts",beeches,1,0
5189,2007-03-15,,Jeopardy,"(6, 4)",NO BYTE,21,"(800,)",False,Ben Franklin & John Peter Zenger were famous men in this profession,printers,1,0
5189,2007-03-15,,Jeopardy,"(1, 5)",WORLD LEADERS,16,"(1000,)",True,"The first female prime minister of her country, she held the post from 1966 to '77 & from 1980 to her 1984 death",Indira Gandhi,1,0
5189,2007-03-15,,Jeopardy,"(2, 5)",QUOTABLE CINEMA,11,"(1000,)",False,"1982, to Elliott:""Be good""",E.T. the Extra-Terrestrial,1,0
5189,2007-03-15,,Jeopardy,"(3, 5)",BIRTHSTONES,6,"(1000,)",False,"A plant with bumpy, dark green leaves is called this May birthstone ""ripple""",emerald,1,0
5189,2007-03-15,,Jeopardy,"(4, 5)",BEFORE & AFTER,26,"(1000,)",False,"It was over an ""Old Country Store"" that the plane made this rotation on its longitudinal axis",Cracker Barrel roll,1,0
5189,2007-03-15,,Jeopardy,"(5, 5)",ALL BARK,30,"(1000,)",False,"Named for British botanist David, this large Christmas-y tree is called a fir or a spruce but it really is a pine",a Douglas,1,0
5189,2007-03-15,,Jeopardy,"(6, 5)",NO BYTE,22,"(1000,)",False,"Remember Salvador Dali's work ""The Persistence of"" this",Memory,1,0
5189,2007-03-15,,Double Jeopardy,"(1, 1)",RAMSES THE GREAT,7,"(400,)",False,"(Sarah of the Clue Crew stands in an Egyptian tomb.)  The most elaborate tomb in the Valley of the Kings belongs to Ramses' father Seti, the first great pharaoh of the 19th of these",dynasties,1,0
5189,2007-03-15,,Double Jeopardy,"(2, 1)",GARY-MANDERING,6,"(400,)",False,"This 4'8"" sitcom star also ran for governor of California",Gary Coleman,1,0
5189,2007-03-15,,Double Jeopardy,"(3, 1)",FILL IN THE AUTHOR'S NAME,21,"(400,)",False,Arthur ______ Doyle,Conan,1,0
5189,2007-03-15,,Double Jeopardy,"(4, 1)",U.S. LAKES & RIVERS,1,"(400,)",False,Oregon is in deep with this body of water on its state quarter,Crater Lake,0,3
5189,2007-03-15,,Double Jeopardy,"(5, 1)",PEOPLES,26,"(400,)",False,They included Britons & Gauls & gave their name to a branch of languages that includes Gaelic,Celts (Celtic accepted),1,1
