epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(1, 1)",COLORFUL GEOGRAPHY,1,"(100,)",False,Some Bible scholars believe it was the Gulf of Suez & not this sea whose waters parted,the Red Sea,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(2, 1)",CLOTHING,5,"(100,)",False,"A baby garment, or a term of endearment in a nursery rhyme that precedes ""daddy's gone a-hunting""",a bunting,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(3, 1)",RODGERS & HAMMERSTEIN,9,"(100,)",False,"""Flower Drum Song"" is set in this city's Chinatown",San Francisco,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(4, 1)",POETS & POETRY,22,"(100,)",False,"Emily Dickinson was extremely prolific during this U.S. war, writing hundreds of poems",the Civil War,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(5, 1)",U.S. COINS,8,"(100,)",False,"From 1838-1861 the Mint mark ""D"" stood for Dahlonega, Ga.; today it stands for this",Denver,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(6, 1)",POTPOURRI,14,"(100,)",False,81-year-old Audrey Henning bought a box of Cheerios that contained 340 of these each worth 50 cents off,coupons,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(1, 2)",COLORFUL GEOGRAPHY,2,"(200,)",False,"In English China's second-longest river, the Hwang Ho, is called this",the Yellow River,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(2, 2)",CLOTHING,6,"(200,)",False,"Add 1 letter to ""overalls"" to get this other word for a loose-fitting garment",coveralls,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(3, 2)",RODGERS & HAMMERSTEIN,19,"(200,)",False,She was Rodgers & Hammerstein's Cinderella on TV before she played Maria von Trapp on film,Julie Andrews,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(4, 2)",POETS & POETRY,25,"(200,)",False,"Goethe wrote an epic poem about Reineke, or Reynard, one of these animals",a fox,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(5, 2)",U.S. COINS,10,"(200,)",False,James E. Fraser designed this coin using 3 different Indians as models,Indian head nickel,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(6, 2)",POTPOURRI,15,"(200,)",False,"A Volkswagen &, appropriately, an ovulation computer have been named for this animal",a rabbit,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(1, 3)",COLORFUL GEOGRAPHY,3,"(300,)",False,"Peary Land, one of the world's northernmost land regions, is a large, ice-free part of this island",Greenland,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(2, 3)",CLOTHING,20,"(300,)",False,"Different types of these metal items are used to fasten scarves, kilts, ties & hats",pins,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(3, 3)",RODGERS & HAMMERSTEIN,21,"(300,)",False,"In Madrid this musical is known as ""Al Sur Del Pacifico""",South Pacific,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(4, 3)",POETS & POETRY,26,"(300,)",False,"Ben Jonson wrote ""To Celia"", to this ""to me only with thine eyes...""",drink,1,1
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(5, 3)",U.S. COINS,11,"(300,)",False,"Winged Liberty head dimes, minted from 1916 to 1945, were also known by this name",Mercury dimes,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(6, 3)",POTPOURRI,16,"(300,)",False,"The red delicious apple, originally called the hawk eye, was discovered in this state",Iowa,1,1
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(1, 4)",COLORFUL GEOGRAPHY,4,"(400,)",False,It's the most notable of the caves found on the island of Capri,the Blue Grotto,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(2, 4)",CLOTHING,28,"(400,)",False,"This type of raincoat is sometimes called a ""mac"" for short",a Mackintosh,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(3, 4)",RODGERS & HAMMERSTEIN,23,"(400,)",False,"In 1964 the Music Theater of Lincoln Center opened with a revival of this ""regal"" musical",The King And I,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(4, 4)",POETS & POETRY,27,"(400,)",False,"In ""Spell of the Yukon"", Robert W. Service wrote, ""I wanted"" this metal, ""and I sought it""",gold,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(5, 4)",U.S. COINS,12,"(1000,)",True,"For the bicentennial, the reverse side of this coin featured a colonial drummer",the bicentennial quarter,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(6, 4)",POTPOURRI,17,"(400,)",False,Artist Claes Oldenburg's brother Richard is the director of the Museum of Modern Art in this city,New York,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(1, 5)",COLORFUL GEOGRAPHY,7,"(500,)",False,Dijon is the largest city in this historic French region famous for its grapes & wine,Burgundy,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(2, 5)",CLOTHING,29,"(500,)",False,Ropers are low-topped cowboy ones,boots,1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(3, 5)",RODGERS & HAMMERSTEIN,24,"(500,)",False,"This choreographer staged the dances in ""Allegro"" & she directed it, too",Agnes de Mille,1,1
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(4, 5)",POETS & POETRY,30,"(500,)",False,"This lord's 1850 elegy ""In Memoriam"" was about his close friend Arthur Henry Hallam",(Alfred Lord) Tennyson,1,1
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(5, 5)",U.S. COINS,13,"(500,)",False,"Minted from 1793 to 1857, it was the smallest denomination of coin ever issued by the U.S.",half-penny (or half-cent),1,0
1891,1992-11-23,Tom Nosek game 5.,Jeopardy,"(6, 5)",POTPOURRI,18,"(500,)",False,Eva Peron's crypt in Recoleta cemetery in this city is a popular tourist attraction,Buenos Aires,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(1, 1)",WORLD HISTORY,4,"(200,)",False,In 1960 rioting in Japan caused by a new treaty with the U.S. forced this president to cancel his trip there,Eisenhower,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(2, 1)",ORGANIZATIONS,11,"(200,)",False,"Over 500 major expeditions have been sponsored by this scientific society headquartered in Washington, D.C.",the National Geographic Society,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(3, 1)",GERMAN CITIES,1,"(200,)",False,"Under the reunification treaty, this city was designated Germany's capital",Berlin,1,1
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(4, 1)",RELIGION,14,"(200,)",False,"As a sign of respect to God, Orthodox Jewish men usually wear these skullcaps",yarmulkes,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(5, 1)",BRITISH ROYALTY,12,"(200,)",False,"This queen's first cousin, the Earl of Harewood, founded Opera Magazine in 1950",Queen Elizabeth II,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(6, 1)",THE LEAF,26,"(200,)",False,The stalk turns the leaf to the best position relative to this,the sun,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(1, 2)",WORLD HISTORY,5,"(400,)",False,"As a youth, this future ruler's education was supervised by Aristotle",Alexander the Great,1,1
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(2, 2)",ORGANIZATIONS,13,"(400,)",False,"Founded in L.A. in 1919, this org. provides books, counseling, education & job placement for the blind",the Braille Institute,0,3
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(3, 2)",GERMAN CITIES,2,"(400,)",False,It's often considered the birthplace of the hot dog,Frankfurt,1,1
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(4, 2)",RELIGION,19,"(400,)",False,More than 98% of Turks practice this religion,Islam,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(5, 2)",BRITISH ROYALTY,15,"(400,)",False,"In 1830, when she learned she was in line for the throne, this 10-year-old said, ""I will be good""",Victoria,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(6, 2)",THE LEAF,27,"(400,)",False,"When production of this stops, the hidden reds & yellows are revealed",chlorophyll,1,0
1891,1992-11-23,Tom Nosek game 5.,Double Jeopardy,"(1, 3)",WORLD HISTORY,6,"(600,)",False,"Stephen I, the son of a Magyar prince, became this country's 1st king in 1000",Hungary,1,0
